,age,gender,occupation_college,occupation_executive,occupation_other,occupation_technician,Comedy,Drama,Action,Thriller,Sci-Fi
132,20,0,0,1,0,0,3.5144874479965376,3.542786818652938,3.4610214061946007,3.776304283935132,3.3922683978748096
133,20,0,0,1,0,1,3.5171001106027155,3.188082554307089,3.3970321894695665,3.439126380592704,3.9214147552872056
134,20,0,0,1,1,0,3.7695551343871188,3.7553709707182774,3.233104712455683,3.6861476423561115,3.7262333833471977
135,20,0,0,1,1,1,3.772167796993297,3.4006667063724287,3.169115495730649,3.348969739013683,4.255379740759594
136,20,0,1,0,0,0,3.5125018311356264,3.595998974975274,3.354346395721035,3.395057318322461,3.330890572691911
137,20,0,1,0,0,1,3.5151144937418044,3.241294710629426,3.290357178996001,3.0578794149800324,3.8600369301043074
138,20,0,1,0,1,0,3.7675695175262076,3.808583127040614,3.1264297019821177,3.30490067674344,3.6648555581642994
139,20,0,1,0,1,1,3.770182180132386,3.4538788626947654,3.062440485257083,2.9677227734010114,4.194001915576695
140,20,0,1,1,0,0,3.719422473166712,3.709050697498339,3.1181091151215807,3.6534844655808683,3.5432252413067853
141,20,0,1,1,0,1,3.7220351357728902,3.354346433152491,3.0541198983965465,3.31630656223844,4.072371598719181
142,20,0,1,1,1,0,3.9744901595572935,3.921634849563679,2.8901924213826633,3.5633278240018473,3.8771902267791734
143,20,0,1,1,1,1,3.977102822163472,3.5669305852178304,2.826203204657629,3.2261499206594193,4.406336584191569
144,20,1,0,0,0,0,3.172731371866851,3.4507386969239207,3.488348464631177,3.242189040626261,3.0555008730686986
145,20,1,0,0,0,1,3.1753440344730293,3.0960344325780724,3.4243592479061427,2.9050111372838323,3.5846472304810946
146,20,1,0,0,1,0,3.4277990582574325,3.6633228489892606,3.2604317708922594,3.15203239904724,3.3894658585410866
147,20,1,0,0,1,1,3.4304117208636105,3.308618584643412,3.1964425541672252,2.8148544957048114,3.9186122159534826
148,20,1,0,1,0,0,3.3796520138979367,3.5637904194469856,3.2521111840317225,3.500616187884668,3.2678355416835725
149,20,1,0,1,0,1,3.382264676504115,3.2090861551011374,3.1881219673066887,3.1634382845422397,3.7969818990959685
150,20,1,0,1,1,0,3.634719700288518,3.7763745715123256,3.024194490292805,3.4104595463056473,3.6018005271559606
151,20,1,0,1,1,1,3.6373323628946963,3.421670307166477,2.960205273567771,3.0732816429632193,4.130946884568356
152,20,1,1,0,0,0,3.3776663970370255,3.6170025757693223,3.145436173558157,3.1193692222719966,3.2064577165006742
153,20,1,1,0,0,1,3.380279059643204,3.262298311423474,3.0814469568331226,2.782191318929568,3.7356040739130703
154,20,1,1,0,1,0,3.6327340834276067,3.829586727834662,2.9175194798192394,3.0292125806929757,3.5404227019730623
155,20,1,1,0,1,1,3.635346746033785,3.4748824634888136,2.853530263094205,2.6920346773505477,4.069569059385458
156,20,1,1,1,0,0,3.5845870390681114,3.730054298292387,2.9091988929587025,3.3777963695304045,3.418792385115548
157,20,1,1,1,0,1,3.5871997016742894,3.375350033946539,2.8452096762336687,3.0406184661879756,3.947938742527944
158,20,1,1,1,1,0,3.8396547254586926,3.942638450357727,2.681282199219785,3.2876397279513836,3.7527573705879362
159,20,1,1,1,1,1,3.842267388064871,3.5879341860118785,2.617292982494751,2.950461824608955,4.281903728000332
160,21,0,0,0,0,0,3.3036661562290175,3.4237564818463517,3.6985317026398854,3.5266256170280306,3.1355002213128627
161,21,0,0,0,0,1,3.306278818835196,3.0690522175005035,3.634542485914851,3.189447713685602,3.6646465787252587
162,21,0,0,0,1,0,3.558733842619599,3.6363406339116917,3.470615008900968,3.4364689754490096,3.4694652067852507
163,21,0,0,0,1,1,3.561346505225777,3.281636369565843,3.4066257921759338,3.099291072106581,3.9986115641976467
164,21,0,0,1,0,0,3.5105867982601033,3.5368082043694167,3.4622944220404315,3.785052764286438,3.3478348899277366
165,21,0,0,1,0,1,3.5131994608662818,3.1821039400235684,3.3983052053153973,3.4478748609440095,3.8769812473401326
166,21,0,0,1,1,0,3.7656544846506845,3.7493923564347567,3.2343777283015136,3.6948961227074175,3.6817998754001247
167,21,0,0,1,1,1,3.768267147256863,3.394688092088908,3.1703885115764794,3.357718219364989,4.210946232812521
168,21,0,1,0,0,0,3.508601181399192,3.5900203606917533,3.355619411566866,3.4038057986737664,3.2864570647448383
169,21,0,1,0,0,1,3.5112138440053706,3.2353160963459047,3.291630194841831,3.0666278953313384,3.8156034221572344
170,21,0,1,0,1,0,3.7636688677897734,3.8026045127570933,3.127702717827948,3.313649157094746,3.620422050217226
171,21,0,1,0,1,1,3.766281530395952,3.4479002484112447,3.0637135011029137,2.9764712537523175,4.149568407629622
172,21,0,1,1,0,0,3.715521823430278,3.7030720832148183,3.1193821309674115,3.6622329459321743,3.4987917333597123
173,21,0,1,1,0,1,3.718134486036456,3.34836781886897,3.0553929142423772,3.325055042589746,4.027938090772109
174,21,0,1,1,1,0,3.9705895098208592,3.9156562352801583,2.8914654372284936,3.5720763043531534,3.8327567188321003
175,21,0,1,1,1,1,3.9732021724270377,3.5609519709343096,2.82747622050346,3.234898401010725,4.361903076244497
176,21,1,0,0,0,0,3.168830722130417,3.4447600826404,3.4896214804770076,3.2509375209775664,3.011067365121625
177,21,1,0,0,0,1,3.171443384736595,3.0900558182945517,3.4256322637519734,2.913759617635138,3.5402137225340216
178,21,1,0,0,1,0,3.4238984085209982,3.65734423470574,3.2617047867380897,3.160780879398546,3.345032350594013
179,21,1,0,0,1,1,3.4265110711271767,3.302639970359891,3.1977155700130555,2.8236029760561174,3.8741787080064096
180,21,1,0,1,0,0,3.3757513641615025,3.557811805163465,3.2533841998775532,3.5093646682359743,3.223402033736499
181,21,1,0,1,0,1,3.378364026767681,3.2031075408176166,3.189394983152519,3.172186764893546,3.7525483911488955
182,21,1,0,1,1,0,3.630819050552084,3.770395957228805,3.025467506138636,3.4192080266569533,3.557367019208887
183,21,1,0,1,1,1,3.633431713158262,3.415691692882956,2.9614782894136016,3.082030123314525,4.0865133766212836
184,21,1,1,0,0,0,3.3737657473005913,3.6110239614858015,3.1467091894039876,3.1281177026233027,3.162024208553601
185,21,1,1,0,0,1,3.3763784099067697,3.256319697139953,3.0827199726789534,2.790939799280874,3.691170565965997
186,21,1,1,0,1,0,3.628833433691173,3.823608113551141,2.9187924956650697,3.0379610610442818,3.495989194025989
187,21,1,1,0,1,1,3.631446096297351,3.468903849205293,2.854803278940036,2.7007831577018533,4.025135551438385
188,21,1,1,1,0,0,3.580686389331677,3.7240756840088665,2.910471908804533,3.38654484988171,3.3743588771684747
189,21,1,1,1,0,1,3.5832990519378556,3.369371419663018,2.8464826920794994,3.0493669465392816,3.903505234580871
190,21,1,1,1,1,0,3.8357540757222583,3.936659836074206,2.682555215065616,3.2963882083026896,3.708323862640863
191,21,1,1,1,1,1,3.838366738328437,3.5819555717283578,2.6185659983405816,2.959210304960261,4.237470220053259
192,22,0,0,0,0,0,3.2997655064925837,3.417777867562831,3.699804718485716,3.5353740973793366,3.091066713365789
193,22,0,0,0,0,1,3.3023781690987617,3.0630736032169823,3.635815501760682,3.198196194036908,3.6202130707781857
194,22,0,0,0,1,0,3.554833192883165,3.630362019628171,3.4718880247467983,3.4452174558003157,3.4250316988381773
195,22,0,0,0,1,1,3.5574458554893433,3.2756577552823223,3.4078988080217645,3.108039552457887,3.9541780562505737
196,22,0,0,1,0,0,3.506686148523669,3.530829590085896,3.4635674378862618,3.793801244637744,3.303401381980663
197,22,0,0,1,0,1,3.5092988111298475,3.1761253257400472,3.3995782211612275,3.4566233412953156,3.8325477393930596
198,22,0,0,1,1,0,3.7617538349142507,3.743413742151236,3.2356507441473443,3.7036446030587236,3.637366367453051
199,22,0,0,1,1,1,3.7643664975204287,3.3887094778053872,3.17166152742231,3.366466699716295,4.166512724865448
200,22,0,1,0,0,0,3.504700531662758,3.5840417464082326,3.356892427412696,3.4125542790250725,3.242023556797765
201,22,0,1,0,0,1,3.5073131942689364,3.229337482062384,3.292903210687662,3.075376375682644,3.7711699142101613
202,22,0,1,0,1,0,3.7597682180533396,3.7966258984735726,3.1289757336737782,3.322397637446052,3.575988542270153
203,22,0,1,0,1,1,3.7623808806595176,3.441921634127724,3.0649865169487445,2.9852197341036235,4.105134899682549
204,22,0,1,1,0,0,3.711621173693844,3.6970934689312975,3.1206551468132417,3.67098142628348,3.454358225412639
205,22,0,1,1,0,1,3.7142338363000222,3.342389204585449,3.056665930088208,3.333803522941052,3.9835045828250353
206,22,0,1,1,1,0,3.966688860084425,3.9096776209966375,2.8927384530743243,3.5808247847044594,3.788323210885027
207,22,0,1,1,1,1,3.9693015226906034,3.554973356650789,2.82874923634929,3.243646881362031,4.317469568297423
208,22,1,0,0,0,0,3.164930072393983,3.438781468356879,3.490894496322838,3.2596860013288724,2.966633857174552
209,22,1,0,0,0,1,3.1675427350001613,3.0840772040110305,3.426905279597804,2.922508097986444,3.495780214586948
210,22,1,0,0,1,0,3.419997758784564,3.6513656204222187,3.2629778025839205,3.169529359749852,3.30059884264694
211,22,1,0,0,1,1,3.4226104213907425,3.2966613560763705,3.1989885858588862,2.832351456407423,3.829745200059336
212,22,1,0,1,0,0,3.3718507144250687,3.551833190879944,3.254657215723384,3.5181131485872803,3.178968525789426
213,22,1,0,1,0,1,3.3744633770312467,3.1971289265340954,3.1906679989983497,3.180935245244852,3.708114883201822
214,22,1,0,1,1,0,3.62691840081565,3.7644173429452836,3.026740521984466,3.4279565070082594,3.512933511261814
215,22,1,0,1,1,1,3.6295310634218283,3.4097130785994354,2.962751305259432,3.090778603665831,4.04207986867421
216,22,1,1,0,0,0,3.3698650975641575,3.6050453472022808,3.147982205249818,3.1368661829746087,3.1175907006065278
217,22,1,1,0,0,1,3.3724777601703355,3.250341082856432,3.083992988524784,2.7996882796321803,3.646737058018924
218,22,1,1,0,1,0,3.6249327839547387,3.8176294992676203,2.9200655115109004,3.046709541395588,3.451555686078916
219,22,1,1,0,1,1,3.627545446560917,3.462925234921772,2.856076294785866,2.7095316380531593,3.980702043491312
220,22,1,1,1,0,0,3.576785739595243,3.7180970697253457,2.911744924650364,3.395293330233016,3.3299253692214017
221,22,1,1,1,0,1,3.5793984022014214,3.363392805379497,2.8477557079253297,3.0581154268905877,3.8590717266337977
222,22,1,1,1,1,0,3.831853425985824,3.9306812217906852,2.6838282309114465,3.3051366886539952,3.6638903546937898
223,22,1,1,1,1,1,3.8344660885920026,3.575976957444837,2.619839014186412,2.967958785311567,4.193036712106186
224,23,0,0,0,0,0,3.2958648567561495,3.41179925327931,3.701077734331547,3.544122577730642,3.046633205418716
225,23,0,0,0,0,1,3.298477519362328,3.0570949889334615,3.6370885176065126,3.2069446743882137,3.575779562831112
226,23,0,0,0,1,0,3.5509325431467307,3.62438340534465,3.473161040592629,3.4539659361516217,3.3805981908911042
227,23,0,0,0,1,1,3.553545205752909,3.2696791409988015,3.4091718238675948,3.1167880328091933,3.9097445483035003
228,23,0,0,1,0,0,3.5027854987872353,3.524850975802375,3.4648404537320925,3.80254972498905,3.25896787403359
229,23,0,0,1,0,1,3.5053981613934133,3.1701467114565265,3.4008512370070583,3.4653718216466216,3.788114231445986
230,23,0,0,1,1,0,3.7578531851778165,3.737435127867715,3.236923759993175,3.712393083410029,3.592932859505978
231,23,0,0,1,1,1,3.760465847783995,3.3827308635218665,3.1729345432681404,3.3752151800676007,4.122079216918374
232,23,0,1,0,0,0,3.500799881926324,3.578063132124712,3.358165443258527,3.4213027593763785,3.197590048850692
233,23,0,1,0,0,1,3.503412544532502,3.223358867778863,3.2941762265334926,3.08412485603395,3.726736406263088
234,23,0,1,0,1,0,3.7558675683169054,3.7906472841900514,3.130248749519609,3.3311461177973576,3.53155503432308
235,23,0,1,0,1,1,3.758480230923084,3.435943019844203,3.066259532794575,2.993968214454929,4.060701391735476
236,23,0,1,1,0,0,3.7077205239574096,3.6911148546477768,3.1219281626590725,3.679729906634786,3.409924717465566
237,23,0,1,1,0,1,3.710333186563588,3.336410590301928,3.0579389459340383,3.3425520032923575,3.939071074877962
238,23,0,1,1,1,0,3.9627882103479912,3.9036990067131168,2.894011468920155,3.5895732650557655,3.743889702937954
239,23,0,1,1,1,1,3.965400872954169,3.548994742367268,2.830022252195121,3.252395361713337,4.27303606035035
240,23,1,0,0,0,0,3.1610294226575486,3.4328028540733584,3.4921675121686686,3.2684344816801785,2.922200349227479
241,23,1,0,0,0,1,3.163642085263727,3.0780985897275097,3.4281782954436344,2.93125657833775,3.451346706639875
242,23,1,0,0,1,0,3.4160971090481302,3.645387006138698,3.264250818429751,3.1782778401011575,3.256165334699867
243,23,1,0,0,1,1,3.4187097716543082,3.2906827417928497,3.200261601704717,2.841099936758729,3.785311692112263
244,23,1,0,1,0,0,3.3679500646886344,3.5458545765964233,3.2559302315692142,3.526861628938586,3.134535017842353
